SALE_ID,BOOK_ID,CLIENT_ID,SALE_DATE,QUANTITY,TOTAL_PRICE
732,18,28,2023-12-04,4,85.00
733,100,219,2023-01-20,3,392.00
734,190,460,2024-04-11,3,233.00
735,38,905,2024-04-12,3,273.00
736,156,288,2023-06-22,5,38.00
737,169,326,2023-06-23,2,246.00
738,163,455,2023-01-08,5,434.00
739,42,877,2022-12-09,3,292.00
740,82,905,2023-08-17,3,489.00
741,28,935,2023-08-11,1,218.00
742,56,58,2023-08-10,4,489.00
743,121,576,2023-02-27,1,442.00
744,170,44,2023-07-26,4,161.00
745,135,469,2024-01-13,1,73.00
746,63,197,2024-02-13,3,88.00
747,168,111,2023-12-19,5,312.00
748,55,664,2022-12-06,4,99.00
749,192,741,2023-06-28,1,261.00
750,171,118,2023-01-27,5,206.00
751,67,890,2023-07-23,1,344.00
752,193,949,2023-06-11,1,197.00
753,4,340,2024-02-26,1,93.00
754,176,155,2023-08-15,3,170.00
755,104,746,2024-01-09,1,291.00
756,62,158,2022-12-06,3,485.00
757,31,831,2023-04-08,1,149.00
758,147,455,2024-10-14,1,326.00
759,187,398,2023-07-16,1,389.00
760,165,500,2023-01-07,2,382.00
761,125,94,2024-06-03,3,256.00
762,87,475,2023-11-20,2,113.00
763,7,997,2023-05-09,4,498.00
764,164,127,2023-09-01,5,105.00
765,200,725,2023-11-30,4,207.00
766,4,502,2023-06-05,2,260.00
767,45,164,2024-01-29,5,483.00
768,107,713,2023-09-19,3,105.00
769,88,145,2023-04-05,5,199.00
770,71,810,2024-03-18,1,183.00
771,163,110,2024-03-06,5,397.00
772,64,531,2023-03-11,5,315.00
773,72,523,2023-01-24,5,55.00
774,123,721,2023-09-06,2,211.00
775,41,174,2022-12-22,2,78.00
776,186,15,2024-06-04,2,406.00
777,138,268,2024-10-18,4,72.00
778,92,412,2024-08-28,5,421.00
779,82,885,2024-03-14,3,182.00
780,86,145,2024-05-25,5,135.00
781,175,169,2022-12-03,4,380.00
782,195,950,2023-11-11,3,376.00
783,123,131,2023-03-07,3,138.00
784,155,321,2023-02-20,2,343.00
785,22,607,2023-09-03,1,393.00
786,161,454,2024-04-16,5,191.00
787,97,227,2024-06-24,1,258.00
788,93,195,2023-04-15,3,377.00
789,76,103,2023-01-01,3,196.00
790,180,328,2024-07-04,5,34.00
791,149,14,2023-07-03,5,220.00
792,70,404,2023-07-14,2,424.00
793,168,399,2023-03-25,5,470.00
794,82,793,2023-09-22,2,32.00
795,62,703,2023-12-03,1,497.00
796,186,201,2022-11-15,1,38.00
797,33,769,2024-02-16,5,46.00
798,42,402,2024-06-29,3,93.00
799,168,545,2024-04-30,1,485.00
800,131,159,2022-11-17,2,303.00
801,148,436,2023-09-13,3,372.00
802,147,200,2024-03-10,5,464.00
803,63,155,2023-04-18,2,58.00
804,77,726,2023-12-02,3,303.00
805,102,583,2024-02-06,3,202.00
806,78,578,2024-07-28,1,115.00
807,44,824,2023-08-03,3,463.00
808,25,294,2023-04-11,3,72.00
809,77,283,2023-11-27,2,98.00
810,14,493,2023-04-20,5,134.00
811,171,673,2024-09-13,4,215.00
812,82,585,2024-09-21,5,170.00
813,102,521,2024-10-08,1,379.00
814,10,282,2023-01-23,2,237.00
815,181,726,2024-10-06,4,205.00
816,48,861,2023-11-23,2,40.00
817,133,547,2024-10-26,4,425.00
818,33,531,2024-06-11,4,323.00
819,80,881,2023-05-16,5,99.00
820,23,839,2024-08-12,3,30.00
821,6,114,2023-09-01,4,395.00
822,121,584,2024-04-23,5,31.00
823,92,155,2023-11-27,4,454.00
824,93,748,2024-01-16,3,477.00
825,31,122,2024-07-25,2,455.00
826,2,272,2024-09-18,1,78.00
827,49,778,2024-10-07,4,498.00
828,50,943,2024-03-06,2,485.00
829,49,891,2023-03-01,4,390.00
830,28,637,2023-10-30,1,242.00
831,133,434,2023-02-13,4,283.00
832,55,305,2023-11-30,1,418.00
833,118,431,2023-10-06,5,388.00
834,81,298,2023-04-10,5,123.00
835,191,988,2024-03-10,3,320.00
836,21,319,2023-09-19,2,310.00
837,189,70,2023-06-27,5,397.00
838,194,441,2024-04-19,5,138.00
839,181,148,2024-10-11,1,233.00
840,59,277,2024-04-18,1,421.00
841,157,931,2024-09-22,1,233.00
842,146,625,2023-05-02,2,61.00
843,41,794,2024-05-20,2,313.00
844,120,707,2024-10-24,3,46.00
845,171,590,2022-12-30,2,499.00
846,46,770,2023-04-13,4,36.00
847,24,562,2023-01-04,5,204.00
848,129,188,2023-05-08,5,73.00
849,161,220,2023-05-30,3,263.00
850,199,598,2023-05-29,1,481.00
851,110,269,2024-07-17,5,250.00
852,45,626,2024-02-03,3,306.00
853,111,633,2024-06-17,2,330.00
854,196,2,2024-03-13,3,110.00
855,54,368,2023-02-16,5,134.00
856,190,472,2022-11-12,3,416.00
857,102,184,2024-04-11,4,214.00
858,18,434,2023-01-24,2,497.00
859,187,595,2023-12-30,4,18.00
860,63,850,2024-01-11,1,105.00
861,50,934,2024-03-28,2,471.00
862,34,96,2022-10-29,1,456.00
863,141,684,2023-12-08,5,431.00
864,156,254,2022-12-11,5,187.00
865,5,431,2024-03-21,3,431.00
866,181,369,2023-04-01,1,259.00
867,35,713,2023-04-25,5,170.00
868,194,147,2023-11-16,3,385.00
869,154,628,2023-10-14,2,173.00
870,3,689,2023-02-21,1,379.00
871,4,853,2022-12-12,1,367.00
872,146,672,2024-04-05,4,460.00
873,45,626,2024-05-01,5,280.00
874,94,380,2022-11-16,1,216.00
875,69,547,2023-12-22,2,193.00
876,189,419,2023-03-19,1,438.00
877,182,909,2023-02-26,2,275.00
878,157,672,2023-03-27,5,70.00
879,148,661,2023-08-12,5,389.00
880,28,57,2023-04-04,2,484.00
881,71,434,2024-04-25,5,360.00
882,200,132,2024-02-03,4,44.00
883,180,996,2023-03-28,5,475.00
884,35,67,2023-02-21,2,414.00
885,143,133,2023-03-07,3,361.00
886,70,656,2024-10-24,5,270.00
887,26,589,2024-04-02,3,468.00
888,156,167,2023-04-24,4,247.00
889,153,778,2023-08-17,4,496.00
890,40,703,2024-04-12,3,138.00
891,198,940,2024-02-02,1,354.00
892,96,682,2023-07-16,4,349.00
893,67,911,2023-07-31,2,342.00
894,93,677,2023-07-21,5,347.00
895,119,520,2023-10-31,3,273.00
896,120,11,2024-09-17,1,427.00
897,10,267,2024-02-10,5,173.00
898,141,219,2023-04-15,1,427.00
899,125,616,2023-06-03,1,297.00
900,126,865,2023-08-13,4,350.00
901,138,127,2024-02-09,4,127.00
902,67,53,2023-05-19,2,203.00
903,167,989,2023-11-14,2,417.00
904,126,660,2024-01-13,3,430.00
905,17,361,2022-12-07,4,241.00
906,118,411,2024-04-05,5,495.00
907,166,89,2024-05-05,5,235.00
908,95,490,2024-08-11,2,50.00
909,103,660,2024-02-13,4,16.00
910,116,121,2022-11-07,4,309.00
911,47,644,2023-03-09,3,218.00
912,42,55,2024-02-18,1,288.00
913,108,718,2024-05-22,4,266.00
914,89,278,2024-05-18,1,153.00
915,121,669,2024-09-07,1,40.00
916,53,988,2023-03-01,1,351.00
917,41,453,2023-06-09,3,50.00
918,68,350,2023-04-13,4,124.00
919,38,21,2024-07-13,4,304.00
920,143,547,2023-07-13,3,326.00
921,118,86,2024-09-09,5,248.00
922,63,307,2024-02-25,1,21.00
923,13,435,2023-12-13,3,268.00
924,162,519,2023-07-15,5,30.00
925,97,708,2023-11-04,1,372.00
926,135,77,2023-08-26,1,280.00
927,144,860,2024-10-18,4,147.00
928,156,629,2023-10-27,4,329.00
929,126,866,2024-10-09,2,136.00
930,59,794,2023-09-11,5,101.00
931,169,97,2023-12-10,3,268.00
932,6,632,2023-06-04,5,162.00
933,184,308,2023-08-13,2,339.00
934,78,522,2023-05-05,1,68.00
935,92,150,2023-05-18,5,472.00
936,197,195,2023-09-01,3,56.00
937,71,438,2023-11-25,2,386.00
938,41,760,2023-02-19,1,369.00
939,133,467,2024-09-15,5,250.00
940,106,507,2024-07-20,4,498.00
941,74,389,2024-08-23,1,89.00
942,25,530,2023-11-21,4,243.00
943,161,733,2024-08-26,3,243.00
944,190,812,2022-10-31,3,287.00
945,27,222,2022-12-03,3,447.00
946,54,316,2024-10-12,5,179.00
947,140,289,2023-11-07,2,285.00
948,163,925,2024-07-01,5,86.00
949,95,767,2024-06-14,5,490.00
950,96,296,2023-03-20,1,492.00
951,77,648,2024-02-07,2,56.00
952,30,533,2024-08-02,2,252.00
953,188,486,2024-07-15,1,446.00
954,85,391,2022-11-21,4,166.00
955,71,443,2023-08-30,1,159.00
956,23,94,2024-03-08,2,113.00
957,125,573,2023-09-16,4,392.00
958,27,325,2023-10-25,3,297.00
959,92,407,2024-01-22,4,324.00
960,93,208,2024-09-10,1,174.00
961,133,193,2024-01-25,2,247.00
962,42,220,2023-07-16,3,380.00
963,167,57,2023-08-24,1,289.00
964,180,926,2022-11-11,4,488.00
965,141,193,2024-10-28,1,68.00
966,192,748,2023-06-20,1,54.00
967,86,569,2022-11-03,5,436.00
968,98,321,2023-12-07,4,117.00
969,86,717,2023-10-14,1,294.00
970,178,180,2024-04-21,1,277.00
971,73,967,2023-06-13,1,411.00
972,42,895,2024-07-11,5,253.00
973,184,179,2024-01-09,2,143.00
974,189,600,2024-04-13,3,301.00
975,151,917,2023-07-23,1,79.00
976,183,420,2022-12-05,3,190.00
977,179,717,2024-07-10,1,484.00
978,98,795,2023-05-03,1,308.00
979,31,667,2023-02-05,2,104.00
980,55,384,2023-10-28,2,276.00
981,26,780,2024-02-26,5,146.00
982,12,561,2024-08-16,3,165.00
983,115,534,2024-10-15,3,56.00
984,35,234,2023-03-07,2,78.00
985,7,889,2023-12-14,4,208.00
986,28,223,2024-02-02,4,145.00
987,32,188,2024-06-06,4,231.00
988,21,954,2023-07-18,5,161.00
989,82,260,2024-08-23,3,221.00
990,58,514,2024-08-08,3,126.00
991,165,967,2024-10-17,1,496.00
992,113,558,2024-03-24,2,458.00
993,35,176,2023-10-09,3,256.00
994,149,399,2023-03-01,1,184.00
995,52,512,2023-12-07,2,116.00
996,6,583,2024-07-24,2,215.00
997,60,635,2024-05-31,4,413.00
998,64,903,2024-08-08,1,35.00
999,152,557,2024-06-21,4,61.00
1000,91,607,2023-02-16,5,75.00
1001,185,451,2024-06-02,1,387.00
1002,200,846,2024-08-22,3,426.00
1003,127,83,2023-08-12,2,497.00
1004,10,927,2023-11-11,2,229.00
1005,165,781,2023-12-27,3,148.00
1006,161,937,2024-10-15,2,319.00
1007,196,141,2024-01-18,2,396.00
1008,11,328,2023-08-23,2,138.00
1009,90,513,2023-11-26,1,404.00
1010,143,986,2023-02-05,5,394.00
1011,24,580,2023-11-04,3,458.00
1012,184,263,2022-12-12,5,182.00
1013,32,875,2023-08-14,2,456.00
1014,53,837,2024-10-21,3,425.00
1015,10,229,2023-07-10,4,207.00
1016,146,127,2024-03-06,4,220.00
1017,111,430,2024-04-27,2,269.00
1018,89,719,2024-10-23,1,384.00
1019,144,110,2023-03-14,3,135.00
1020,153,387,2024-02-06,1,22.00
1021,74,360,2023-04-03,5,266.00
1022,144,255,2023-07-05,1,446.00
1023,53,453,2024-06-08,1,198.00
1024,20,375,2024-02-27,3,158.00
1025,38,458,2024-02-29,5,257.00
1026,30,343,2023-12-07,3,181.00
1027,15,993,2023-07-17,1,128.00
1028,51,577,2024-10-10,5,366.00
1029,194,335,2024-07-18,1,27.00
1030,41,561,2023-07-18,3,441.00
1031,81,323,2022-12-17,1,429.00
1032,181,87,2023-12-21,5,171.00
1033,189,870,2024-07-07,2,93.00
1034,179,455,2024-05-19,5,48.00
1035,6,415,2024-03-31,4,198.00
1036,175,700,2024-05-11,2,136.00
1037,124,942,2023-05-30,4,265.00
1038,194,589,2022-12-30,1,496.00
1039,194,891,2023-08-02,3,235.00
1040,187,287,2024-06-10,1,325.00
1041,122,956,2023-07-07,4,262.00
1042,193,847,2023-12-16,4,438.00
1043,75,91,2024-03-07,1,352.00
1044,82,497,2022-12-08,4,465.00
1045,77,471,2023-03-03,2,89.00
1046,34,879,2024-05-31,1,18.00
1047,198,606,2024-06-24,2,108.00
1048,81,776,2023-06-14,1,244.00
1049,125,178,2024-04-11,1,372.00
1050,147,294,2023-12-28,1,382.00
1051,138,876,2024-04-12,2,310.00
1052,1,803,2024-05-31,2,494.00
1053,86,283,2023-05-01,5,432.00
1054,79,209,2024-05-07,3,418.00
1055,117,822,2023-04-24,2,153.00
1056,112,421,2023-12-18,3,322.00
1057,159,132,2023-02-13,2,488.00
1058,81,551,2024-03-31,1,331.00
1059,86,240,2023-02-24,2,345.00
1060,189,292,2024-06-06,4,486.00
1061,24,447,2023-09-01,5,212.00
1062,31,12,2024-10-26,4,48.00
1063,158,432,2023-08-29,1,446.00
1064,182,735,2022-12-04,1,481.00
1065,168,709,2023-12-06,3,385.00
1066,56,861,2024-06-18,3,337.00
1067,57,959,2023-08-07,3,375.00
1068,64,339,2022-12-12,2,211.00
1069,34,185,2024-02-12,4,81.00
1070,56,173,2023-05-13,3,254.00
1071,111,787,2024-01-24,4,80.00
1072,51,498,2023-11-09,4,466.00
1073,21,881,2024-06-22,4,23.00
1074,166,787,2023-06-29,5,266.00
1075,40,350,2022-12-14,1,143.00
1076,70,34,2024-04-25,2,429.00
1077,174,671,2023-08-08,5,300.00
1078,68,971,2024-10-01,5,230.00
1079,85,832,2024-05-13,1,216.00
1080,131,590,2023-03-08,5,282.00
1081,200,444,2023-11-26,3,445.00
1082,165,532,2024-04-24,5,127.00
1083,75,946,2024-09-19,5,318.00
1084,188,768,2023-11-29,1,218.00
1085,191,890,2023-05-21,1,473.00
1086,32,566,2024-05-16,3,470.00
1087,181,853,2023-02-06,5,108.00
1088,52,302,2024-08-01,3,75.00
1089,20,764,2023-04-28,1,499.00
1090,111,738,2023-04-20,1,128.00
1091,79,321,2023-12-01,4,243.00
1092,120,501,2024-09-23,2,92.00
1093,168,868,2024-02-16,2,139.00
1094,175,746,2023-02-07,4,234.00
1095,131,841,2024-01-01,3,477.00
1096,53,658,2024-02-09,4,243.00
1097,174,179,2024-10-03,3,243.00
1098,148,686,2023-04-12,2,339.00
1099,72,478,2024-02-02,3,288.00
1100,120,603,2024-05-21,2,273.00
1101,90,425,2023-07-24,3,328.00
1102,99,735,2023-02-01,5,134.00
1103,168,458,2024-03-03,2,371.00
1104,166,533,2023-08-07,1,439.00
1105,96,552,2024-07-17,1,100.00
1106,100,598,2022-11-01,4,490.00
1107,130,289,2023-10-16,3,190.00
1108,194,516,2022-11-16,4,257.00
1109,93,230,2022-12-26,4,38.00
1110,55,638,2023-04-20,2,461.00
1111,194,627,2024-08-21,3,352.00
1112,151,393,2023-02-20,1,454.00
1113,106,507,2024-04-20,1,100.00
1114,44,586,2024-09-25,1,115.00
1115,49,542,2024-04-23,1,165.00
1116,130,425,2023-03-04,5,242.00
1117,128,35,2024-02-16,1,109.00
1118,60,669,2024-08-19,2,366.00
1119,172,254,2023-06-26,3,19.00
1120,200,454,2023-04-08,3,40.00
1121,50,835,2023-06-07,5,361.00
1122,100,942,2023-04-21,1,149.00
1123,133,420,2023-06-08,5,71.00
1124,85,511,2023-07-22,3,229.00
1125,167,617,2023-04-21,4,296.00
1126,140,960,2022-11-26,2,99.00
1127,181,136,2024-04-21,4,206.00
1128,102,484,2023-10-15,4,336.00
1129,40,593,2024-07-13,3,274.00
1130,40,930,2024-06-20,1,302.00
1131,148,543,2024-03-13,2,33.00
1132,72,986,2023-06-25,1,245.00
1133,81,384,2022-11-28,2,178.00
1134,147,668,2023-09-01,4,313.00
1135,174,719,2024-09-21,3,262.00
1136,140,921,2022-11-23,5,261.00
1137,67,741,2023-01-07,3,107.00
1138,68,202,2024-05-08,5,170.00
1139,162,768,2024-03-06,5,155.00
1140,91,472,2023-09-10,5,260.00
1141,148,102,2024-06-17,2,153.00
1142,97,523,2023-02-22,5,30.00
1143,170,470,2023-10-26,2,112.00
1144,76,645,2024-06-06,3,184.00
1145,88,352,2024-04-09,3,403.00
1146,175,404,2024-02-03,2,193.00
1147,100,295,2023-01-31,4,393.00
1148,131,996,2024-07-11,3,173.00
1149,3,927,2023-06-23,5,244.00
1150,134,614,2022-11-25,3,47.00
1151,128,427,2024-09-04,3,19.00
1152,97,349,2023-06-25,4,40.00
1153,68,845,2023-04-11,5,227.00
1154,20,787,2024-10-16,4,432.00
1155,177,356,2023-08-11,4,372.00
1156,182,729,2024-05-14,3,450.00
1157,60,239,2024-04-10,5,243.00
1158,19,246,2024-07-28,2,411.00
1159,165,545,2022-11-02,5,366.00
1160,199,488,2023-04-23,5,60.00
1161,104,119,2023-03-13,5,206.00
1162,113,282,2023-05-02,2,287.00
1163,176,234,2023-03-24,5,397.00
1164,23,942,2023-07-17,1,421.00
1165,80,614,2024-10-16,2,319.00
1166,4,528,2024-03-11,4,189.00
1167,119,683,2024-03-26,3,155.00
1168,74,232,2023-11-06,2,116.00
1169,93,320,2023-12-19,3,377.00
1170,2,958,2024-08-21,2,270.00
1171,15,219,2023-11-05,1,473.00
1172,95,367,2022-11-24,5,108.00
1173,128,108,2023-09-22,4,490.00
1174,143,696,2022-11-19,4,480.00
1175,65,740,2023-02-24,5,283.00
1176,81,995,2023-05-13,5,152.00
1177,63,620,2022-11-18,2,298.00
1178,190,403,2023-06-12,2,100.00
1179,131,96,2023-03-19,4,318.00
1180,56,565,2024-07-16,1,421.00
1181,12,366,2024-03-12,2,414.00
1182,128,881,2024-06-12,1,168.00
1183,194,7,2024-04-13,3,187.00
1184,96,238,2024-10-09,3,217.00
1185,160,382,2024-08-22,5,231.00
1186,25,920,2024-10-09,3,193.00
1187,38,651,2024-04-09,2,95.00
1188,62,144,2023-03-02,2,52.00
1189,57,119,2023-02-12,1,355.00
1190,96,730,2023-12-08,3,489.00
1191,137,61,2024-08-30,3,202.00
1192,148,793,2024-04-02,4,257.00
1193,41,61,2024-08-30,4,172.00
1194,170,613,2023-01-06,3,32.00
1195,148,862,2023-12-28,1,388.00
1196,191,762,2023-05-10,1,293.00
1197,16,512,2023-09-04,2,310.00
1198,140,719,2024-03-19,3,325.00
1199,69,289,2023-03-16,5,376.00
1200,196,160,2023-02-03,4,321.00
1201,169,215,2024-02-15,4,145.00
1202,153,520,2023-05-25,2,136.00
1203,112,223,2024-08-18,3,437.00
1204,13,35,2023-12-22,1,206.00
1205,148,782,2022-12-11,4,473.00
1206,83,541,2023-12-30,1,443.00
1207,165,424,2022-11-29,1,314.00
1208,72,502,2023-03-13,5,101.00
1209,152,279,2024-04-12,1,17.00
1210,163,123,2023-05-07,1,387.00
1211,117,664,2024-10-19,3,365.00
1212,34,139,2024-09-11,2,470.00
1213,51,125,2024-08-06,4,143.00
1214,32,425,2024-07-29,1,333.00
1215,51,226,2023-12-25,4,263.00
1216,23,514,2022-11-24,5,119.00
1217,88,840,2024-04-18,1,469.00
1218,50,892,2023-10-14,2,37.00
1219,35,916,2024-05-12,2,36.00
1220,29,174,2023-05-31,4,420.00
1221,139,567,2024-07-19,1,314.00
1222,190,361,2023-03-21,4,264.00
1223,186,852,2024-06-18,5,439.00
1224,29,980,2024-02-18,1,368.00
1225,26,26,2024-10-08,1,134.00
1226,82,923,2024-09-19,5,115.00
1227,73,472,2024-01-21,5,143.00
1228,53,217,2023-07-30,5,497.00
1229,94,336,2023-05-01,2,225.00
1230,37,12,2023-11-09,1,372.00
1231,116,36,2023-02-05,5,124.00
1232,165,263,2024-04-20,3,54.00
1233,57,164,2023-06-14,5,371.00
1234,18,683,2024-10-07,2,125.00
1235,17,343,2023-12-03,5,474.00
1236,77,733,2023-08-28,3,290.00
1237,14,773,2024-03-23,3,384.00
1238,26,585,2023-07-18,4,229.00
1239,134,743,2023-12-29,4,444.00
1240,165,235,2023-05-18,1,359.00
1241,189,602,2024-06-24,2,292.00
1242,55,428,2023-12-22,4,125.00
1243,74,496,2024-04-17,1,171.00
1244,68,152,2024-08-10,3,253.00
1245,100,606,2024-05-24,2,99.00
1246,199,354,2023-04-16,4,481.00
1247,174,459,2024-04-25,3,140.00
1248,70,47,2023-12-21,1,437.00
1249,144,851,2024-01-30,1,165.00
1250,153,69,2023-09-15,5,184.00
1251,178,704,2023-02-03,4,467.00
1252,154,340,2022-12-09,4,78.00
1253,3,527,2024-02-13,5,72.00
1254,81,91,2023-06-19,1,64.00
1255,169,614,2024-08-26,2,494.00
1256,186,905,2023-01-13,4,100.00
1257,92,497,2024-10-07,1,245.00
1258,41,891,2023-11-09,1,358.00
1259,66,389,2024-01-04,2,463.00
1260,145,876,2024-10-27,3,75.00
1261,111,39,2024-04-27,3,48.00
1262,8,475,2023-09-20,3,217.00
1263,89,199,2024-02-27,2,387.00
1264,108,323,2024-10-11,3,422.00
1265,127,436,2023-05-06,3,169.00
1266,89,431,2023-10-17,2,206.00
1267,56,802,2024-04-19,5,280.00
1268,174,25,2023-08-17,2,348.00
1269,153,467,2023-03-14,3,197.00
1270,36,930,2023-07-08,3,123.00
1271,41,380,2023-05-22,2,186.00
1272,125,703,2023-08-14,2,133.00
1273,70,160,2023-08-17,3,190.00
1274,44,838,2024-01-13,5,264.00
1275,75,135,2023-03-21,3,391.00
1276,38,495,2024-07-07,1,474.00
1277,162,33,2023-11-26,2,179.00
1278,133,847,2024-01-15,4,188.00
1279,27,594,2024-06-07,3,290.00
1280,16,850,2022-12-17,4,146.00
1281,9,751,2023-03-11,3,29.00
1282,131,65,2024-04-11,2,41.00
1283,185,768,2023-08-31,5,29.00
1284,39,327,2022-12-13,2,294.00
1285,70,283,2023-07-20,5,285.00
1286,138,208,2023-07-18,3,471.00
1287,84,593,2024-06-04,5,60.00
1288,64,106,2024-08-28,2,252.00
1289,193,928,2023-03-22,1,431.00
1290,84,360,2024-06-25,5,296.00
1291,20,291,2023-10-08,4,247.00
1292,53,103,2024-04-01,4,417.00
1293,26,169,2023-11-06,3,454.00
1294,27,82,2023-01-06,1,129.00
1295,43,704,2023-10-04,1,65.00
1296,119,226,2023-07-19,2,56.00
1297,103,182,2024-05-04,2,275.00
1298,69,197,2023-04-03,4,291.00
1299,99,351,2024-06-04,3,479.00
1300,51,871,2023-03-20,5,439.00
1301,197,184,2022-11-21,2,408.00
1302,84,900,2023-10-03,4,102.00
1303,167,491,2024-06-21,2,163.00
1304,175,913,2023-09-01,1,398.00
1305,191,555,2023-07-26,1,309.00
1306,41,711,2023-07-14,3,84.00
1307,192,503,2024-10-26,5,478.00
1308,85,665,2023-09-30,2,320.00
1309,94,489,2023-12-16,1,318.00
1310,1,895,2023-09-30,1,286.00
1311,59,13,2024-06-21,4,359.00
1312,57,824,2023-05-01,3,27.00
1313,88,521,2024-02-06,4,49.00
1314,16,64,2023-01-06,2,171.00
1315,72,838,2023-03-31,2,463.00
1316,126,490,2024-03-22,2,374.00
1317,181,882,2024-10-03,5,216.00
1318,14,454,2024-04-16,3,269.00
1319,42,383,2023-09-25,2,38.00
1320,65,861,2024-07-17,4,298.00
1321,103,969,2023-10-13,5,15.00
1322,188,256,2024-02-02,1,270.00
1323,139,515,2024-10-14,4,417.00
1324,191,71,2023-09-10,4,321.00
1325,164,936,2024-03-19,1,189.00
1326,90,675,2023-10-04,2,368.00
1327,56,577,2023-01-12,2,138.00
1328,10,992,2023-01-16,1,344.00
1329,141,464,2023-02-16,4,354.00
1330,146,8,2023-05-20,2,66.00
1331,18,753,2023-11-18,2,367.00
1332,90,518,2024-03-14,4,498.00
1333,41,303,2024-09-02,1,299.00
1334,88,733,2023-09-13,1,35.00
1335,124,590,2022-12-19,5,168.00
1336,8,576,2023-01-09,4,304.00
1337,1,78,2023-05-21,5,405.00
1338,108,238,2024-10-08,5,144.00
1339,35,559,2024-03-27,2,392.00
1340,19,776,2024-01-28,3,105.00
1341,167,562,2022-12-23,5,333.00
1342,20,384,2023-12-23,4,244.00
1343,59,196,2022-12-29,4,433.00
1344,167,393,2023-04-14,1,289.00
1345,65,613,2023-04-29,4,483.00
1346,93,399,2024-10-13,3,297.00
1347,46,949,2023-10-09,3,45.00
1348,75,269,2024-03-15,3,204.00
1349,80,677,2023-07-26,5,303.00
1350,10,913,2024-04-22,2,29.00
1351,133,736,2024-10-12,4,62.00
1352,177,661,2023-07-02,2,395.00
1353,170,729,2023-05-22,3,233.00
1354,117,101,2023-07-14,4,170.00
1355,92,364,2024-07-28,2,103.00
1356,99,710,2022-11-25,3,318.00
1357,76,369,2023-11-20,4,166.00
1358,119,277,2023-06-24,1,165.00
1359,99,605,2023-02-13,3,153.00
1360,162,609,2023-03-26,1,253.00
1361,123,71,2023-09-02,1,393.00
1362,8,104,2024-03-08,1,174.00
1363,53,785,2024-01-27,4,36.00
1364,119,521,2023-04-04,2,270.00
1365,165,698,2023-10-03,2,281.00
1366,124,861,2023-10-28,1,156.00
1367,9,591,2024-04-22,4,295.00
1368,76,491,2023-03-10,2,457.00
1369,150,945,2024-04-06,4,484.00
1370,112,97,2023-09-27,2,150.00
1371,189,932,2023-12-02,2,433.00
1372,53,118,2022-12-30,4,410.00
1373,27,534,2024-08-12,4,118.00
1374,1,519,2023-07-10,4,165.00
1375,176,180,2023-07-03,3,431.00
1376,192,934,2022-12-07,4,374.00
1377,29,502,2023-08-12,5,349.00
1378,134,225,2023-04-11,3,198.00
1379,12,981,2024-06-25,5,45.00
1380,137,366,2023-02-21,1,444.00
1381,106,292,2024-06-17,1,115.00
1382,124,889,2023-02-02,5,164.00
1383,76,965,2023-02-18,4,357.00
1384,110,16,2023-11-12,2,213.00
1385,194,448,2023-05-12,5,198.00
1386,60,819,2024-02-14,2,171.00
1387,74,794,2024-08-21,4,141.00
1388,105,807,2022-11-02,3,114.00
1389,73,682,2024-07-30,1,35.00
1390,132,948,2023-08-21,4,147.00
1391,74,561,2024-08-01,5,204.00
1392,173,696,2024-03-15,2,18.00
1393,57,380,2023-02-11,2,233.00
1394,43,245,2024-07-01,4,189.00
1395,7,143,2024-07-15,3,100.00
1396,59,525,2023-08-18,3,119.00
1397,38,970,2024-02-11,1,382.00
1398,97,92,2023-05-04,3,168.00
1399,31,632,2024-04-11,5,376.00
1400,155,392,2023-02-18,5,460.00
1401,127,245,2024-05-06,2,321.00
1402,42,740,2023-05-10,3,353.00
1403,88,954,2024-01-12,3,424.00
1404,155,324,2023-05-01,3,319.00
1405,136,228,2024-07-13,5,94.00
1406,151,890,2023-08-15,2,37.00
1407,155,149,2023-08-05,5,177.00
1408,84,885,2022-11-17,4,363.00
1409,26,217,2024-04-20,4,157.00
1410,185,748,2024-06-26,3,66.00
1411,114,358,2023-08-20,3,122.00
1412,172,992,2023-05-02,4,418.00
1413,93,530,2023-03-16,5,427.00
1414,60,811,2024-10-09,1,265.00
1415,100,244,2023-09-10,4,445.00
1416,121,326,2023-01-16,2,221.00
1417,50,743,2024-06-29,1,274.00
1418,141,634,2024-01-04,4,405.00
1419,83,939,2024-01-04,1,306.00
1420,193,206,2024-07-20,1,245.00
1421,73,222,2023-07-06,2,397.00
1422,52,412,2023-02-06,2,302.00
1423,24,335,2024-08-03,5,500.00
1424,167,625,2023-09-03,3,306.00
1425,120,67,2022-11-03,5,270.00
1426,59,459,2023-03-08,2,124.00
1427,109,669,2023-07-18,5,396.00
1428,120,827,2024-02-09,2,84.00
1429,114,873,2024-10-16,4,257.00
1430,162,325,2024-08-01,3,426.00
1431,170,703,2024-06-13,2,27.00
1432,93,919,2024-09-15,3,431.00
1433,94,223,2024-03-29,4,225.00
1434,198,875,2024-02-28,1,442.00
1435,158,454,2024-10-07,5,208.00
1436,70,272,2024-01-18,5,470.00
1437,122,374,2024-07-09,1,55.00
1438,160,53,2022-12-15,4,148.00
1439,22,298,2023-09-06,3,74.00
1440,163,95,2023-07-02,5,328.00
1441,119,130,2024-06-27,5,57.00
